quote,author
"“Dating is a game of poker. It's all about playing your cards intelligently, even if you must bluff about your hand. Playing hard to get is the bluff. Even if you want to throw all your chips in on the first hand, bluffing increases a man's interest in The Game. You keep the valuable cards close to test his ability to invest. It increases your demand in his eyes because he can't read your cards or your poker face. It also gives you a chance to see what he brings to the table.”","Leandra De Andrade,"
"“The more somebody loves you, the more they will become angry with you”",Atef Ashab Uddin Sahil
“Enraptured by the words,Avijeet Das
“LOVE… Is My Engine of Creation.,Elle Nicolai
“The real foundation of love lies in being shared instead of keeping everything to yourself.”,Mwanandeke Kindembo
“Focus on your destiny and never waste too much time dwelling on past events.”,Mwanandeke Kindembo
"“It's natural that everyone wants to be successful, but many don't have the courage to keep moving forward.”",Mwanandeke Kindembo
“Getting over mood-swings is the only path to success and happiness. Achieve peace of mind and live your life to the fullest.”,Mwanandeke Kindembo
"“Sometimes it is necessary to take immediate action, after considering all the alternatives. We cannot leave everything to fortune to decide for us.”",Mwanandeke Kindembo
“Yes love hurts...after all you FALL in love ”,Karisma Dhawan
“You will be served non bailable arrest warrants at your first encounter of a rare love.”,Qamar Rafiq
"“A thousand dazzling Vegas turn bleak, when the soul shines with love's labor.”","Abhijit Naskar,"
“Those who succeed will be those who are open to change. Those who go in tune with the times.”,Mwanandeke Kindembo
"“I sacrificed my time for the greater good. At this moment, I feel quite ready to serve the world and humanity in general.”",Mwanandeke Kindembo
“True love does not exist without the satisfaction of the heart and the appeasement of the mind.”,Mwanandeke Kindembo
“It is ideal to love extensively but not excessively.”,Israel A. Abejoye
“The greatest sign of true love is achieving complete peace of mind.”,Mwanandeke Kindembo
“The happiness of an ignoramus is only temporary and he does not know its source.”,Mwanandeke Kindembo
"“Apart from wisdom Solomon conquered love, wealth and power were all under his feet.”",Mwanandeke Kindembo
“The wisdom of the ancients decays with time.”,Mwanandeke Kindembo
“Marriage is the best test of your physical and mental abilities. It's the greatest adventure of all ages.”,Mwanandeke Kindembo
“This love we proclaim to have isn’t exhilarating. I don’t feel excited when I see him. I don’t wake up in the middle of the night and look at him with adoration.”,"Elelwani Anita Ravhuhali,"
“There is absolutely nothing a man you don’t love anymore can do that you find delight in. And it’s never crucial things that take love away; it’s microscopic actions of inconsideration.”,"Elelwani Anita Ravhuhali,"
"“I hide you safely in my thoughts, always.”",Mitta Xinindlu
"“If you really love someone and want to build a successful relationship with them, be open with each other, be real to each other and give each other plenty of space, time apart and freedom.”",Mouloud Benzadi
"“Perhaps she lived a thousand lifetimes before, a world that breathed on Love, a home that bloomed of togetherness, a wild crazy love that rolled between peace and madness, but no matter what held onto each other, that believed in growing into each other for each other with each other.”",Debatrayee Banerjee
"“It could not have been by chance that God sent me among so many different mentally ill people. He was obviously giving a message... He was saying, ""Watch and see."" Don't make the same mistakes again. Don't try to exist by shouting. Never insult the man in front of you. Learn to empathize. And knowing your limits. And to be silent. Accept. Understand. And stay away! The swamp you call a relationship is not for you right now! You die. Even I can't save you.”","Arzum Uzun,"
"“I could not even guess that day how many more men I would say that I would say you were beautiful in dreams! But I greet, I made love, and every time… I said, I wish you remained as a dream.”","Arzum Uzun,"
“I know myself;,"Arzum Uzun,"
“I wish you could see yourself the way I see you,"Ali Hazelwood,"
“Winter is like fake love that warms us with its beauty and freezes us with its reality!”,Mehmet Murat ildan
"“At the end of the day, every love is doomed to end in a Mustafa Sandal song: -You're contradicting my ego, get out of here!”","Arzum Uzun,"
"“I was angry. Not because of what he did or said. For breaking my hope with what he did and said, and for making me regret once again that I left Tolga. Will I always find the same men? Will I always play the same role? As long as I don't change, maybe it would be”","Arzum Uzun,"
“LOVE DRAW THE WEAPON AGAIN FASTER THAN ME.”,Arzum Uzun
"“And you, dear frog, you have neither tail nor fin...","Arzum Uzun,"
"“Don't try to love someone whom I can't. I made myself someone to grow up in the jungle of the unlovable and still love. In order not to die. And because lovelessness kills people. An empty heart prepares its end. But don't force yourself. If I can't love someone... You can't love at all. Don't be fooled by its looks. All feral cats look cute. When you reach out your hand, you know you'll never get your arm back. And what's worse is that you left your life in their teeth.”","Arzum Uzun,"
“We were emotional cowards of the average world. We thought everyone we said we loved was going to leave us.”,"Arzum Uzun,"
“Do not deny it. Accept it. You can fight anything you are aware of. Even with yourself...”,"Arzum Uzun,"
"“Friends... Friends you feel safe as long as they surround you. You talk to your friends separately, your heart tells it separately most of the time. You can't even name what you feel, you can't share it with the world when you can't make sense of it. Denial is your greatest weapon on that front. The more you deny it, the more you think your feelings will fade.”","Arzum Uzun,"
"“He smiled. It was a heartbroken smile. And that heart wasn't the one I broke. A thousand mistakes before me, it was a heart that had been broken many times, shattered, fastened with plasters. A dead heart that looks like beating, that looks like alive. Can you resurrect a dead heart?”","Arzum Uzun,"
“Everyone has sins,"Arzum Uzun,"
"“I'll take my hands off you, the waters will calm down. Let go of the blur. Let those waters remain still. More than just drifting with the current, I need to keep my head on the surface. I don't want to drown. Let me survive. Let me breathe.”","Arzum Uzun,"
“We were the remnants of a life ruined by wrong moves.”,"Arzum Uzun,"
“449 / 5.000,"Arzum Uzun,"
"“Kalbimi açık bıraktım. Kötü anlamıyorsun, değil mi?”","Arzum Uzun,"
"“You are as dear to me as the water of this river which flows without any hesitation. It is happy with its own flow. It does not seek any attention, nor does it wait for anyone. It has an inner peace and with it, it colors the world of everyone around it”","Neelam Saxena Chandra,"
"“There isn’t much to say about someone who has been absent but then flows back into your brain slowly. Actually, maybe there is. There is a lot to say about you and how I love and hate you, and how I know that","Palmer Smith,"
“It is devastating when you have downloaded the full movie of your perfect love but the other person seems to still buffer over his feelings for you!!!!”,Karisma Dhawan
“Because once you love it is gone. You love and you cannot call it back. CROSSED chpt 6”,"Ally Condie,"
“The heart resembles a feather in the desert that the breezes turn over and over again”,Atef Ashab Uddin Sahil
“Premarital connection leads to extramarital relationship”,Atef Ashab Uddin Sahil
“She knew what was coming. She could feel the scent of love in the air. She could hear its footsteps. But was she ready for it?”,"Neelam Saxena Chandra,"
"“Regret not that you suffer, regret if you haven't suffered.”","Abhijit Naskar,"
"“Where there is suffering, there is light. Where there is suffering, there is life.”","Abhijit Naskar,"
"“In the end, we all yearn for those heart's which are deprived of sadness and are capable of love.”",Kamil Alvi
"“She asked, what is success?",Kamil Alvi
"“It's all I can do,","Iona Baird,"
"“He had no future in the world: of that he was conscious. He had no future in this life. Even if he lived on, it would only be a kind of enduring. But he felt the after-life belonged to him.","D.H. Lawrence,"
“On the dark stretch of life your love is torch”,Qamar Rafiq
“We were never,"Laura Chouette,"
“I am a rusty machine with weary parts in search of my inventor.”,Qamar Rafiq
“I searched his warm eyes in a failed attempt to find a galaxy in them I hadn't already discovered.”,"Bianca Viola,"
“Love prevails.”,"Bianca Viola,"
"“In the end, love, if real, cannot die.”","Bianca Viola,"
"“Secrets bind us down yet set us free. Love is like that, too.”","Bianca Viola,"
“I watch you and I think I'm in love.”,"Bianca Viola,"
"“My darling “mum” perhaps, I will never be as happy as I was in the old days of my childhood, precisely there were no ghosts, no fears! I have never felt like I belonged anywhere, I tried the countries, the books, and the drugs.”",Qamar Rafiq
“روايه سجين عشقه روايه دراما رومانسى عن ساكنون سجون الماضى بذكرياته السعيده وأوجاعه أيضا.... يأبون الخروج ...رافضين بدء عهد جديد يجمعهم بمستقبل لا يرغبوه بدون احبائهم، فإن غابت أجسادهم،لن تغيب أطيافهم وذكراهم أبدا .”,"يسرا النوبي,"
“قصة غرام,"منى عبد العزيز,"
“شهم شاعر في زمان غير زمانه ، يهيم حباً بأستاذته الجامعية انهار ، يورطها في عشق موءود يلطخ ثوبها ناصع البياض بنجاسات السياسية وغدر الدهاليز المظلمة ، يسلمها لأولاد بازوزو.....,نوار النجار
“أُعجب بنوعِ الموسيقى التي تُعزف هنا، دومًا تكون هادئة، في مرةٍ أسمعُ الجاز وتارة سيمفونية بيتهوفن.,"أسامة أحمد خوجلي,"
"“I wanted to tell them that he had changed my life and that I would never be the same, not ever. And that somehow it felt like it was Dante who saved my life and not the other way around. I wanted to tell them that he was the first human being who had ever made me want to talk about the things that scared me”","Benjamin Alire Sáenz,"
"“If you’ve ever suffered the accusations of people who objectified you as an emblem of darkness, it wasn’t your fault. If you’ve ever been haunted by the opinions of your friends, it wasn’t your fault. If they’ve ever assumed the worst of you, it wasn’t your fault. If you’ve ever been judged by your own parents, it wasn’t your fault. If you’ve ever been treated as an outcast, it wasn’t your fault. If you’ve ever made a decision based on an opinion, it wasn’t your fault. If you’ve ever been labeled, it wasn’t your fault. If you’ve ever been stuck in the middle of a love triangle, it wasn’t your fault. If you’ve ever been heartbroken, it wasn’t your fault. If you’ve ever cried yourself to sleep, it wasn’t your fault.",Kamil Alvi
"“I hope you don't get stuck in the atrocities of your past. For others, it may just be a story but for people like us, it's the epitome of scars and a mountain of insurmountable obstacles.”",Kamil Alvi
“I wonder what brought us here?,Kamil Alvi
“Logic requires knowledge.”,Kamil Alvi
"“You are on the edge of the escarpment, confused whether to dive into a new chapter of life or immerse in the story of your past.”",Kamil Alvi
"“Sister - she was my friend, the first person I shared a secret with.",Kamil Alvi
"“She asked, do you believe in fate?",Kamil Alvi
“Love gave me a lifetime.,Anthony T. Hincks
“It was nice to hear his voice and nothing else.”,"Rainbow Rowell,"
"“Whenever a man looks you in the eye and starts chanting ""I'm not like them..."", rest assured, he's a thousand worse than them.”","Arzum Uzun,"
"“Their love wanted to fix her, and refused to see that she wasn't broken”","Seanan McGuire,"
"“Some ""hello"" are themselves goodbye. You hear, you see, you feel. But still... Hello, you say. Welcome. Even knowing it's going to end. Besides, endings are better than beginnings. You know the beginnings. What you don't know... I am the poet in this story, the poem is you. I'll make you up in a minute. And you will become flesh and blood again. You will come as you are, and you will go with the version in me.”","Arzum Uzun,"
"“You like me,"" I blurt out.","Lauren Asher,"
“The curves of your lips rewrite history”,"Oscar Wilde,"
"“Our bodies moved in harmony with one another. Like a perfect orchestra: strings harmonizing with woodwind, Brass coinciding with percussion. Complete opposites entangling to make beautiful music. Just like us.”","Kay Soletto,"
"“Hey, Josh.""",Sally  Thorne
"“Love is a Bohemian child... it has never, never known a law.”","Catherine Meurisse,"
“Silence is beautiful. But sometimes what makes us feel loved are words of comfort by someone we love.”,Garima Soni - words world
"“I have nothing tangible to offer but only the intangible, my love.”","Fidelis O. Mkparu,"
"“I didn't feel very much at home in the world, that was a fact. Now I do.”","Marilynne Robinson,"
“How precious it is to find someone who brings with them the feeling of home.”,Affinity Soul
“How precious it is to find someone,Affinity Soul
"“You haven't been loved well, until you've been love just for sake of loving.",Aleksandra Ninkovic
“If falling in love is so beautiful. I would want to fall every day! Need you to catch me in your arms and love me like you do!”,Surya Raj
"“Sometimes I ask myself, ""Was I too right for love, or was I too wrong for it?”",Verliza Gajeles
"“There is nothing ideal about love, for love is the ideal.”","Abhijit Naskar,"
"“Some choose to be controlled by hate. Hate changes the way they see things or other people. The way they think and reason. The way they view things. What they say and how they behave. Hate takes away kindness, empathy, remorse, humanity, conscious and respect from them.",De philosopher DJ Kyos
“ora per esempio,"Francesco Carofiglio,"
“In every generation there have been atheists hiding behind every religion.”,Mwanandeke Kindembo
"“In one sentence, you beautifully shattered my heart, yet here I am, writing a thousand to tell you what it felt like.”",Yogesh Chandra
“غَزَوتِ فُؤادِي فَاستَوْطَنِته.”,"نهاد محمد,"
“فغالباً ما يأتي الملاذ متأخراً.... ولكن ما أجمل النهايات,منة الله رأفت
"“The present does exist, but inside our minds only.”",Mwanandeke Kindembo
"“We must first admire the artist, the one who has completed all that nature has left aside, before being carried away by the beauty of art.”",Mwanandeke Kindembo
“He and I were polar opposites. We didn't make much sense.,"Danielle Lori,"
“Galaxies never say to the Sun : You are not enough!,Aleksandra Ninkovic
"“مر على فُراقِها عاميين وهو فى مَكانِه لا يتقدم يَجول فى خاطرهِ كل الذكريات التى تجمعهما منذ أن كانا معاً فى نفسِ المدرسه حتى اصبحا سوياً أباً وأماً لطفلين احمد ورنا, أحَبها كثيرا وأحَبتهُ أكثر بكثير.”","يسرا النوبي,"
“من بين كل الصور وجد صوره لأروى وهى فى السادسه من عمرها مرتديه فستان قصيرلونه احمر وشعرها البنى اللامع ينسال على جبهتها، فتجذبه الصوره إلى أمواج الذكريات الماضيه والتى تبحر فى عالمه منذ أكثر من 25عاماً.”,"يسرا النوبي,"
"“تتوالى الأيام وتجرى فى حياه أروى محاوله أن تخفى الثقب الذى أحدثه الوعد فى قلبها ,وتقلل من الألم الذى تعانى منه فى صدرها منذ أن أتخذت ذلك القرار الصعب.”","يسرا النوبي,"
“أيقن كلا منهما مدى عشقه للآخر وأن الصداقة قد تخلل من بينها الحب ليطغى على علاقتهما سويا ويرسم لهما ملامح أخرى للعلاقه”,"يسرا النوبي,"
“My heart was beating in a symphony of love and happiness I had never felt before”,"Zahra Alli,"
"“There was something between us, an unspoken love, a bond beyond friendship, a destiny being forged by the stars and beyond”","Zahra Alli,"
"“A poet, perhaps, could arrange words in a way that creates the itch of fear or the heaviness of dread. They could make an enemy of mud and damp boots and raise your pulse just at the mention of them. A poet might be able to push this word or that to mean something more than what has been ordained by our dictionary men. I am not a poet, my love.”","Pip Williams,"
"“For that one person in life, we all break our rules.”",Garima Soni - words world
“वो अनदेखा सा,"Pushpindra Chagti Bhandari,"
“बस नज़रों से सुनो,"Pushpindra Chagti Bhandari,"
“कुछ वक़्त,"Pushpindra Chagti Bhandari,"
"“Only love that is born without condition, can cure us of all conditions.”","Broms The Poet,"
"“It's a tragedy to fall in love, is it not?""","Renée Ahdieh,"
“एक आँसू.....है,"Pushpindra Chagti Bhandari,"
“अपनी आँखें झुकाते हुए मैंने कहा,"Pushpindra Chagti Bhandari,"
“What our love dreads the most,"Laura Chouette,"
"“But how do you know I’m the one?”, she asked. “Because if somehow I were to know I would leave this world tomorrow, you would be the one I would wish to dream of tonight.”","Broms The Poet,"
“We all play and dance to the tune that's in our minds and ears. And that's what makes life enjoyable for many of us.”,Mwanandeke Kindembo
“To lovers out there …,De philosopher DJ Kyos
“Love...,Ma. Lowela Tondo Becaro
“We all have secrets we never dare spill to anyone.”,Verliza Gajeles
“I love you louder than my demons can scream.”,"Nicole Pierman,"
“Love intensifies as it moves further away”,P.J. Bayliss
"“If the one you love when you close your eyes, is the one you adore when they open, you are living the dream.”","Broms The Poet,"
"“We called our madness by other names in order to make it palatable. We called it passion, except on the days it soured and caught in our throats.","Mira Hadlow,"
"“And somehow, the thunder in him silenced the thunder in me.”","Mira Hadlow,"
“There is no time without change and there is no life without time. Not believing in time is also not believing in change.”,Mwanandeke Kindembo
“There is nothing special or terrifying about devil worshipers. They are just individuals drunk with the love of life.”,Mwanandeke Kindembo
"“The mind is the master, at the same time it acts as the best slave that never rests or sleeps.”",Mwanandeke Kindembo
“Love until you can feel nothing but Love.”,ELLE NICOLAI
“Letting down someone who trusts you is worse than letting down someone who loves you.”,Garima Soni - words world
“ได้มาหน้าชื่น เสียไปไม่ทุกข์ร้อน พึงสังวรทุกข์ไปไม่เกิดผล”,"เอ๋อเหมย,"
"“it's Really okay, If you fall in love with the person you want to protect.”",Pradip Bendkule
“Love never dies but sometimes it grows up.”,Wayne Gerard Trotman
“मैंने ख़ुदा को नहीं देखा,"Pushpindra Chagti Bhandari,"
"“Caminó de espaldas hacia la avenida, hacia el lado del río. A los pocos pasos se detuvo, se asustó, y casi se enojó consigo mismo, cuando por encima del rumor de la lluvia y de los autos creyó escuchar un grito que traía su nombre.”","Eduardo Sacheri,"
"“I have not forgotten you. You threw mud at me. Like an elephant I bask in it and still carry you on my skin. Only fools lose their memory. I lost you, I lost you, but you see, I can still walk on water.”",D.H. Landolfi
“I may not be able to fill someone else but I have a responsibility to empty myself with the hope that it fills someone else. I may not be able to light up someone's lamp but I also have the responsibility of shinning my light with the hope that it lights someone else.”,Kingsley Opuwari Manuel
"“When the leaves start to fall, our heart beat starts to rise.”",B.K. Sweeting
“There are all kinds of love in this world,"Gurpreet Dhariwal,"
“प्रेम ..,"Pushpindra Chagti Bhandari,"
“बेवजह ही ;,"Pushpindra Chagti Bhandari,"
“एक कहकहा.....था,"Pushpindra Chagti Bhandari,"
“काश कभी ऐसा हो जाये,"Pushpindra Chagti Bhandari,"
“मेरी भीगी आँखों में,"Pushpindra Chagti Bhandari,"
“या कोई सलवट थी,"Pushpindra Chagti Bhandari,"
“उसकी पीठ को देखा तो,"Pushpindra Chagti Bhandari,"
“दिन उगता है तेरे ख़्याल से,"Pushpindra Chagti Bhandari,"
“एक ज़रा सा टुकड़ा धूप का,"Pushpindra Chagti Bhandari,"
“क्योंकि मेरे पास,"Pushpindra Chagti Bhandari,"
"“And this was why lapses of judgement broke me. Because not knowing what it was like to kiss Luca didn’t hurt. But kissing him, feeling all those new emotions, then having to tear myself away from him? That took something from me.”","L.   Miles,"
"“If you are looking for explanation in love, you are not really in love.”","Abhijit Naskar,"
“The shadow is only the daughter of the light.”,Mwanandeke Kindembo
“बेवजह ही ;,"Pushpindra Chagti Bhandari,"
“इतना close तो मैं,"Pushpindra Chagti Bhandari,"
"“मैं चाहती हूँ,","Pushpindra Chagti Bhandari,"
“Mavelin realized there and then that her favorite part of Karen’s face were her eyes. She could stare into them and get lost in a world only the two of them could enter.”,"Justin Villanueva,"
"“Loving me isn’t easy, but it’s a glorious adventure and well worth the challenge.”","Ravenwolf,"
"“A lovely fork called Fate,",B.K. Sweeting
“Only pain is free.,"Mohammed Zaki Ansari,"
"“Happiness is just like a butterfly. The more you run after him, the further he gets away from you. But as soon as you divert your attention, it slowly comes and is placed on your shoulder”",Ariel jabar
"“Togetherness is another name for progress, together forever, either as lovers or ashes.”","Abhijit Naskar,"
"“Love is more than a memory, love is an existence.”","Abhijit Naskar,"
“Every lover is a fighter.”,"Abhijit Naskar,"
“We only need a mediator when we lack knowledge of the matter in question.”,Mwanandeke Kindembo
“God is the creator of everything. But He's the kind of source that has no source Himself.”,Mwanandeke Kindembo
"“Love will get you killed, that’s why I show love so different.”",Jordan Hoechlin
"“Time corrodes feelings like an acid; it destroys them in the routine of seconds, of minutes, always identical to themselves. But we were an interminable present, a shadow materialising, a ghost taking shape. To taste and smell you was beyond imagining. You were real. We were real, amidst the cackling of tourists, the stifling heat, the eyes of passersby watching us smiling, and the Fountain in the centre of the square spraying water between our comings and goings of sex and laughter.”",D. H. Landolfi
"“We were both wanderers, restlessness dripping from our wild lips like rain. And even if no place would ever truly be home for us, I found it in the way you held my hand that day.”","Marie-Kristin Hofmann,"
"“I wish I knew how to keep the memories out of your head, sweetheart. If I knew, I would do it in a heartbeat.”","Cambria Hebert,"
"“What could a man say? What did he say when the woman he loved, the woman he was admittedly obsessed with, told him she could change in the blink of an eye? That a monster once did things so horrendous to her she’d rather live knowing only a few weeks of her life rather than reclaiming all the years she had before.”","Cambria Hebert,"
“Show me what it’s like to be in love—,"Cambria Hebert,"
"“If you want to look at me,",Verliza Gajeles
“Forgetting the person who you Love is much Better than hating them.”,Pradip Bendkule
“It's a blessing to have someone who understands that your anger comes from the pain in your heart.”,Garima Soni - words world
"“I, too, love to live unchallenged and alone—to live with nature—which, truly, I perceive to be a breathing and a speaking nature; there is a species of living in partnership with her to me. Some English poets do an excellent job of expressing these ideas.",Delilah Godfrey
“To lovers out there ...,De philosopher DJ Kyos
“It felt like an escape,"Jennifer West,"
“I managed to slowly move my eyes away from the monster to the boy who stood with him. Time stopped.”,"Jennifer West,"
"“Your trouble is my trouble, without you by my side all victory is vile.”","Abhijit Naskar,"
“A life without love is but death in disguise.”,"Abhijit Naskar,"
"“You are my sky, my land and my ocean. The breath of my life is you and my salvation.”","Abhijit Naskar,"
"“¨En el sueño, me gustaba pertenecer a esa bestia de la noche. Me estaba devorando y dándome una especie de placer sádico. Alimentaba la oscuridad interior que había crecido como un tumor dentro de mí.¨”","Raluca Mirela Petrescu,"
“¨La oscuridad lo succionaba,"Raluca Mirela Petrescu,"
“To lovers out there ...,De philosopher DJ Kyos
"“The most important love is not for the Divine. The Divine is inevitable, inescapable. It doesn’t need love; it is love – in all its tiny, grand, whispering, explosive, destructive, birthing ways. The most important love is for people. They are what we must keep. ”","Donna Goddard,"
"“We love to be forgiven, but we hate to forgive others; unless they fall on their knees to worship us.”",Mwanandeke Kindembo
"“No one can save a soul, but the Spirit of Love itself.”",Ermeas
“Most of People Don't Know Perspective of Darkness until they Love Evil One.”,Pradip Bendkule
"“Grabbing her hand, he pressed it gently to his chest. His skin was warm to the touch, and she could slightly feel his pulse pounding against her palm.","J.M. Darhower,"
"“প্রতিদিন ঘুম থেকে উঠে যাকে দেখি, তাকেই যদি ভালোবাসতে না পারি, তবে এজীবন বৃথা…! জীবনে অন্তত একবার নিজের সাথে প্রেমে পড়ুন, দেখবেন জীবনের পথে আসা মানসিক অবসাদ গুলি কাঁটিয়ে উঠা কতটা সহজ।”",G.K. Dutta
"“प्यार तो अमर है, उमंग है, आशा है।","Harjeet Khanduja,"
"“However well we got to know each other, there was always a magic. A mystery. We could lie in bed looking silently at each other, not needing to speak. Joe's eyes were never boring. He was never boring.”","Sophie Kinsella,"
“I either want a love like poetry or no love at all.”,"Marie-Kristin Hofmann,"
"“You can't force love, all you can do is, be vulnerable and reach out despite your insecurity. Whether the person of your heart responds back, is not in your hands, but a matter of cosmic serendipity.”","Abhijit Naskar,"
"“Once in a while, right in the middle of an ordinary life...Love comes along and brings you a Fairy Tale!”",Mallika  Nawal
“You look like a Turner painting and I want to learn your textures with my fingertips. You are the most fascinating thing in this beautiful house. I'd like to introduce my fists to whoever taught you to stop talking about the things that interest you.”,"Freya Marske,"
"“Just like a fish that can’t live without water,",Mouloud Benzadi
"“Ever make toast? The act of browning bread. Apply butter or maybe jam afterward. Once finished, you can’t unmake it. You can’t change it back to bread. That’s what love is. Toast.”","Kelly Moran,"
“Love should never be left to its own devices.”,"Kelly Moran,"
"“I love you more than my past. I love you more than the obstacles the present is throwing our way. Because you are my future, and I'm going to love you forever because you are my always.”","Marley Valentine,"
"“I always believe that sometimes it would take long, but it's","Sapan Saxena,"
"“But I’ve been trying so hard to be a different man; to be, if not kinder, then at the very least, better. I don’t want to lose the love I’ve come to cherish.”","Tahereh Mafi,"
"“A business isn’t successful overnight. You don’t get promoted in a week. Everything takes time. Everything that is important and good and worthwhile, takes time. I’m not the kind of man who doesn’t know that. Just looking at you makes me happy. Listening to you makes me happy. So come over here if you want, but only if you want","Mariana Zapata,"
“คนที่ทำร้ายเจ้าได้ มีเพียงคนที่เจ้าใส่ใจ เรื่องที่เจ้าใส่ใจเท่านั้น - กู้ชิงจู๋”,"花日绯,"
"“I went to the mosque, went to the church, nowhere did I find a trace of divinity. Then I came and stood in front of you, all that is divine manifested in font of me.”","Abhijit Naskar,"
"“It wouldn’t be GOD if He didn’t go beyond the limits of things men could do; and so He loved so wholly it swallows up, so deeply it sinks far, so widely it reaches all, so highly it cannot be attained else where; and to talk about how long His love is, is to never end His praise. He has loved us so perfectly indeed.”",TemitOpe Ibrahim
“She is a flower,"Ma Lowela Tondo Becaro,"
“Stop caring much about someone who wouldn't think twice before hurting you.”,Garima Soni - words world
"“Love is a ripple in the heart, a vibration in the heart, a throbbing, a sharing of whatsoever you are, a deep, intense urge to go and reach the other, to share your being and your delight and your song.”","Osho,"
“We never choose to love. It just happens.”,Garima Soni - words world
"“I could see that he could taste the salt of her lips, each kiss like a summer wave breaking on an empty beach. She was the fragrant taste his mouth desired. She wanted it all -- lust, love, the deepest of kisses, with the added touch of the most savage of handlings. Together, they wanted to be loved through the language of an honest tongue, devoted heart, and exclusive eyes set only for one another. No matter if they had someone else, they would, in the end, have one another. A false image that they would never forget.”","W.M Angel,"
"“Любовта е това, което кара времето да тече безмилостно бавно, когато сме разделени един от друг, и скандално бързо, когато се прегръщам. Любовта е да откраднеш час от и без това натоварено то си време, за да отидеш да видиш поне за малко човека, който те прави щастлива, знаейки, че това със сигурност ще направи и него щастлив. Любовта е да му донесеш шоколадов мъфин, понеже си сигурна, че той не е ял нищо от седмици, прекалено улица в мислите си за теб.”","Сибин Майналовски,"
"“They keep bickering over whether there is life after death. I say, to hell with life after death, ask instead, is there life after love!”","Abhijit Naskar,"
"“Can you truly see nothing, see no one else, due to the light he still casts over your eyes?”","C.E. Clayton,"
“Love is like dust made of fine particles of solid matter- composed of many materials including dead skin cells of heart. A dust storm always blankets me and in the end the amount of plant pollen and animal fur tend to keep me safe.”,Munia Khan
“What is it about the fall that seems sentimental and romantic? There is something magical and mysterious about the way the leaves drop to,"Corey M.P.,"
"“The reason I am always happy. It is not because I have lot of money or I don't have stress or problems, But it is because I am doing what I want and what I love.”",De philosopher DJ Kyos
"“Let me burn to ashes time and time again, so I may remove the shadows from your life's lane.”","Abhijit Naskar,"
"“Don’t assume that people who are in relationships are in love. To me, it’s all about how in touch a couple is with their sensuality, that’s the only sign of love.”",Lebo Grand
“You are introducing chaos into my ordered world of cardiology. See this. This is your heart—a perfect pump.,"Carina Alyce,"
“ชอบเธอ,"ชิงเหม่ย,"
“ชอบเธอ,"ชิงเหม่ย,"
“So let her love you. Love her back. And cherish every single moment you have together.”,"Virginia'dele Smith,"
“That someone is good to you does not mean they are good for you”,Dr. Ikoghene S. Aashikpelokhai
"“While I knew what was happening, I hadn’t a clue how or why it had happened. I’d believed he loved me. I’d felt it for so long. It was genuine. So, how could things just change so fast?”","Penelope Ward,"
"“Artoo,",Rachel Lynn Solomon
“There are two things in this world every soul wants to be: young and in love.,"Jesse Warner,"
“I remember when I was falling.,"Jesse Warner,"
“We don't need to be in a relationship to express our love for each other. Let's just vibe right now until we're both ready to be in a relationship.”,Verliza Gajeles
"“Remember, never take the mind too seriously. Thus, you discover that living life is so much more than just the thoughts about living life.”","Steve Leasock,"
“Creativity is a blossoming flower that originate within the silence between thoughts.”,"Steve Leasock,"
"“Awareness is the pathway to limitless likelihoods. Thus, you live life from a perception without mind restrictions.”","Steve Leasock,"
"“Weekends, End of the month, your birthday and Valentines day will remind you how single and how lonely you are.”",De philosopher DJ Kyos
"“It's not quite right what they say: love doesn't make you blind, it makes you optimistic.”","Courtney Maum,"
"“He lovingly leant his hand,",Luffina Lourduraj
“While we keep on dancing,"Laura Chouette,"
“Loving is easy only when you are receiving love too.”,Garima Soni - words world
"“Me miró y sonrió, igual que sonreía siempre que me decía un 'te quiero' sin necesidad de decirlo en voz alta.","Irina Vega,"
“They may not love you the way you want them to love you. But that doesn't mean they don't love you at all.”,Garima Soni - words world
"“when you realized that all your life, you were always afraid of being left behind and losing people who were important to you, but never ever did someone tell you that they were afraid of losing you”",Wahid Bhat
“Disrespect prevents love from growing.”,Anoir Ou-Chad
“Do you didn't ask me to leave. You didn't ask me to stay either.”,Garima Soni - words world
“My future without you looks better to me than my past with you.”,Garima Soni - words world
"“Some Dead Roses still carry that preeminent fragrance,",Brira Junaid
"“Without jealousy, the flame of love will be extinguished.”",Mwanandeke Kindembo
“I love you because I'm good to you.”,"Irmgard Keun,"
"“Life would be happier if you stop opening the doors of the past. Once closed, keep it close.”",Verliza Gajeles
“It's hard to believe that someone loves you when all they do is hurt you.”,Garima Soni - words world
“Losing a sibling is missing the one person who you could truly be yourself with.”,Anoir Ou-Chad
“Don't allow to take you for granted. Not even someone you love.”,Garima Soni - words world
“nothing reminds me of you,"Elizabeth Awori,"
“It is nothing special for the priest to turn into a scientist. But it will make headlines to see a scientist turn into a priest.”,Mwanandeke Kindembo
“Poverty is a matter of mental state.”,Mwanandeke Kindembo
"“Everything has to start in the head, at the mental level, before the manifestation is reached.”",Mwanandeke Kindembo
“In chasing the love we want. We forget to appreciate the love we have.”,Garima Soni - words world
"“We walked into the forever white sand dunes, and soon we were far away from all the people in the world. Everyone had disappeared from the universe except the young man whose hand I was holding, and everything that had ever been born and everything that had ever died existed where his hand touched mine. Everything the blue of","Benjamin Alire Sáenz,"
